UGC_04074             1 0 0 0  6.690 5.144  4.056   5.6527  7.6296  13.7810 100.94 Scd 118.5766  54.2556
UGC_04092             1 0 0 0  5.695 3.088  6.043   7.2954  4.0114  13.0325  80.40 Sa  119.0027  58.4303
UGC_04107             1 0 0 0  8.187 6.819  6.741   2.2569  1.4969   4.3043  50.51 Sc  119.2578  49.5675 1779 53089 415  0.0117  1.0656  0.2184    0.1850 9.1316  1.8493  0.8395
UGC_04128             1 0 0 0  6.985 5.369  4.904   3.5083  7.8091  10.2012  85.02 Scd 120.0537  60.2885
UGC_04171             0 0 0 0  7.724 5.073  7.722   8.4610  3.4055  13.5426  66.63 Sbc 120.3796   9.7075
UGC_04225             1 0 0 0  5.675 2.588  5.207   3.2125  2.4420   6.4269  93.26 Sa  121.7247  22.8420 1584 52943 433  0.0225  3.0687  0.4304    0.1257         2.7040  0.3999
UGC_04226             1 0 1 0  6.624 4.436  3.355   5.3292  2.4379   8.9522 110.23 Scd 121.8392  40.3983  545 52202 111  0.0264  4.4377  0.0777    0.0161         4.4055  0.0253
UGC_04241             0 0 0 0  7.971 7.801  8.672   0.4277  0.1209   0.6071  19.75 Sa  122.3490  57.7632
UGC_04260             1 0 0 0  9.223 8.284  8.536   0.0227  0.4519   0.1408  33.18 Irr 122.7867  46.4654  438 51884  26  0.0075  0.0021  0.0011    0.5505
UGC_04277             0 0 0 0  6.815 5.690  4.707  12.1412  4.7389  19.2725  77.38 Sc  123.4886  52.6482 1781 53297 161  0.0182 10.2205  1.5488    0.1328         6.2951  0.3890
LEDA_142962           1 0 0 0  7.695 6.551  6.275   0.      0.0296   0.      49.62 Scd 124.3179  21.6539
UGC_04308             1 0 0 0  7.324 5.842  5.774   3.6790  1.9148   6.4483  49.53 Sc  124.3573  21.6856
UGC_04353             1 0 0 0  7.503 5.865  5.344   1.0357  1.1340   2.3490  62.22 Scd 125.7090  66.9704
UGC_04415             1 0 0 0  8.712 7.340  7.317   0.0335  0.4427   0.1799  52.13 Scd 127.0078  54.4470 1782 53299  74  0.0121  0.1644  0.4602    2.4051 8.6595  0.1690  3.7670
UGC_04445             1 0 0 0  6.470 5.016  3.799   3.9235  1.3930   6.0453  89.74 Sc  127.8627  60.9950 1874 54452 473  0.0211  1.6949  0.0394    0.0207         1.8707  0.5495
UGC_04491             0 0 0 0  6.423 4.077  7.273   5.1919  2.8998   9.3338  55.59 Sa  128.9521   1.7216
UGC_04512             1 0 0 0  6.479 3.750  3.794   5.1851  4.2365  10.6608 111.46 Scd 129.9163  60.9689 1874 54452 541  0.0264  4.3162  1.2354    0.2565         3.5892  0.6839
UGC_04543             1 0 0 0  9.435 8.680  9.078   0.      0.1537   0.      29.13 Scd 130.8409  45.7360
UGC_04617             0 0 0 0  7.043 5.090  3.756   0.7596  3.0717   2.7072 113.32 Scd 132.3633  29.5199 1589 52972 415  0.0273  1.4814  0.0579    0.0340         2.1677  0.7482
UGC_04628             0 0 0 0  9.722 9.502  9.617   0.      0.0513   0.      13.24 Scd 132.9189  51.1188  551 51993 408  0.0026  0.0083  0.0146    1.5374 8.1001  0.0344  1.9588
UGC_04719             0 0 0 0  6.137 3.639  6.014   7.9953  4.7247  14.6215  72.28 Sbc 135.2020  50.6720  552 51992 263  0.0176  0.2046  0.2043    0.8842 8.7631  0.3365  1.0889
UGC_04719_NOTES01     1 0 0 0  6.552 2.816  6.340   0.2730  0.2831   0.6066  75.12 Sbc 135.2020  50.6720  552 51992 263  0.0176  0.2046  0.2043    0.8842 8.7631  0.3365  1.0889
UGC_04777             0 0 0 0  9.232 8.333  9.050   0.      0.3828   0.      29.64 Irr 136.6689  34.6191 1272 52989 523  0.0068  0.0614  0.0140    0.1881 8.4134  0.0458  2.3335
UGC_04824             0 0 0 0  9.080 8.119  8.861   0.2477  0.8825   0.8433  32.60 Scd 137.8902  51.2544  552 51992   8  0.0073  0.1934  0.0092    0.0448         0.7063  1.0765
UGC_04869             1 0 0 0  5.070 3.617  4.875  26.8578  2.9297  27.3551  95.81 S0  138.6441  30.1411
UGC_05070             1 0 0 0  7.738 4.824  7.857   1.1943  1.6761   2.9488  58.88 Sbc 142.8042  30.0227
UGC_05107             0 0 0 0  9.314 8.595  9.169   0.      0.2343   0.      27.32 Scd 143.7812   5.1200  992 52644 105  0.0067  0.0269  0.0640    2.0845 8.4749  0.1159  2.7990
UGC_05173             0 0 0 0  6.776 3.461  5.949  10.3025  2.4861  13.8056  85.78 Sbc 145.3839  11.4129 1742 53053 185  0.0208  1.7782  0.0039    0.0020
UGC_05189_NED01       0 0 0 0  7.538 6.036  7.768   0.0179  3.1548   0.2358  43.78 Sb  145.7225   9.4949 1305 52757 274  0.0106  0.0002  0.0121   54.8534 8.1236
UGC_05189_NED02       1 0 0 0  8.458 7.136  7.289   0.      0.7300   0.      44.67 Irr 145.7365   9.4712 1305 52757 269  0.0109  0.0021  0.4259  180.7859 8.4351  0.0551 76.5596
UGCA_175              1 0 0 0  9.024 8.257  8.057   0.1224  0.8379   0.5239  26.88 Scd 145.9007  -5.9125
UGC_05216             1 0 0 0  8.462 7.093  6.541   0.0666  0.6056   0.3141  45.20 Scd 146.3445   9.7674
UGC_05210             0 0 0 0  6.941 5.441  5.324   0.      0.       2.0656  64.34 Scd 146.6033  68.9572 1879 54478 389  0.0148  0.9653  0.2994    0.2766         0.7311  0.5383
UGC_05272             0 0 0 0  9.661 9.416  9.699   0.      0.0633   0.       8.81 Irr 147.5934  31.4878
UGC_05272b            1 0 0 0  9.651 9.420  9.665   0.      0.0014   0.       8.81 Irr 147.5811  31.4560 1946 53432 520  0.0018  0.0001  0.0011    9.0367         0.0018 20.2302
UGC_05288             1 0 0 0  9.718 9.470  9.718   0.      0.0158   0.       7.72 Scd 147.8209   7.8274
FGC_0958              0 0 0 0  7.281 5.849  5.743   0.      0.3037   0.      66.50 Scd 148.1760  42.8784  941 52709  26  0.0156  0.0305  0.1406    4.0626 8.2901  0.0350  5.4576
UGC_05295             1 0 0 0  6.310 3.860  6.457   3.6003  1.7767   6.1762  67.98 Sb  148.2264  42.8480  941 52709  32  0.0160  3.5457  0.8224    0.2037 9.1523  3.0974  0.3350
IC_2524               1 0 0 0  7.825 7.431  8.598   0.0542  0.1034   0.1485  21.87 Sa  149.3868  33.6196 1948 53388 132  0.0049  0.0227  0.1891    7.2696 8.6865  0.0440  6.7298
UGCA_193              0 0 0 0  9.670 9.426  9.697   0.      0.0881   0.       8.32 Scd 150.6499  -6.0141
UGC_05453             1 0 0 0  9.667 9.442  9.638   0.      0.0258   0.      12.27 Irr 151.7796  15.9838 2586 54169 509  0.0028  0.0047  0.0172    3.1358
UGC_05451             1 0 0 0  9.671 9.431  9.668   0.      0.0946   0.      11.26 Irr 151.8289  47.0064  872 52339 168  0.0021  0.0120  0.0073    0.5346 8.4064  0.0558  1.3521
Sextans_A             1 0 0 0  9.763 9.482  9.774   0.      0.0347   0.       3.82 Irr 152.7568  -4.6918
UGC_05522             1 0 0 0  9.430 9.082  9.389   0.0291  0.1316   0.1078  16.91 Scd 153.4956   7.0239  997 52734 323  0.0041  0.0409  0.0185    0.4019
UGC_05520             1 0 0 1  8.571 6.892  7.524   0.3607  1.1354   1.1791  48.77 Scd 153.7522  65.1399  488 51914 415  0.0110  0.4562  0.1505    0.2853 8.9277  0.3483  1.4997
IC_0600               1 0 0 0  9.364 8.947  8.949   0.0314  0.2711   0.1455  17.39 Scd 154.2955  -3.4977
UGC_05633             1 0 0 0  9.375 9.110  9.330   0.      0.1599   0.      19.70 Scd 156.1670  14.7565 2590 54175  62  0.0046  0.0294  0.0325    0.9741 8.6758  0.0439  1.9099
UGC_05708             0 0 0 0  9.437 9.119  9.338   0.      0.2766   0.      16.21 Scd 157.8048   4.4724
UGC_05829             1 0 0 0  9.401 9.169  9.449   0.      0.0670   0.      10.70 Irr 160.6758  34.4488
UGC_05838             1 0 0 0  5.053 1.389  3.210  10.0770 12.1449  23.5917 125.43 Sb  160.8561  40.7742 1432 53003 607  0.0303 11.0822  1.1930    0.0980         7.3961  0.1479
UGCA_217              1 0 0 0  8.982 8.032  8.847   0.0709  0.3447   0.2691  27.69 Scd 160.9013  -9.8562
UGC_05941_NED02       0 0 0 0  4.827 1.591  4.305   7.9575  3.1353  12.6253 100.26 E   162.5898  41.4641 1435 52996 345  0.0238  3.9794 12.6559    2.8741 9.2557  3.8019  0.4140
UGC_06035             1 0 0 0  9.471 9.193  9.284   0.      0.0404   0.      15.75 Irr 163.8710  17.1417
UGC_06112             0 0 0 0  9.348 9.079  9.386   0.      0.1224   0.      15.30 Scd 165.6466  16.7350
UGC_06119             0 0 0 0  4.670 1.403  3.806   9.0552  4.8440  16.0661 102.71 S0  165.8103   3.3424  508 52366 522  0.0252  7.0800  0.0605    0.0074         6.5917  0.0079
UGC_06161             1 0 0 0  8.882 8.677  8.713   0.      0.0515   0.      13.05 Scd 166.7049  43.7231 1363 53053 493  0.0025  0.0085  0.0187    1.8524 8.2444  0.0197  7.1945
UGC_06162             1 0 0 0  9.027 8.002  8.058   0.1152  0.6628   0.4629  33.23 Scd 166.7278  51.2034
UGC_06399             0 0 0 0  9.522 9.264  9.439   0.      0.1784   0.      13.90 Scd 170.8465  50.8928  878 52353  21  0.0026  0.0186  0.0198    0.9235         0.0855  1.7179
UGC_06446             1 0 0 0  9.513 9.164  9.411   0.      0.1108   0.      12.01 Scd 171.6687  53.7466 1013 52707 106  0.0022  0.0042  0.0036    0.8064 8.1725  0.0069  4.7753
UGC_06517             1 0 0 0  7.592 6.239  8.002   0.3897  0.8414   1.1166  36.53 Sbc 173.0102  36.6981 2036 53446 206  0.0083  0.3172  0.1212    0.3453 9.0074  0.3266  0.8414
UGC_06575             0 0 0 0  8.355 7.940  8.220   0.0705  0.3091   0.2577  20.03 Scd 174.1103  58.1914 1310 53033 531  0.0040  0.0472  0.0959    1.8142 8.4189  0.0769  2.5468
UGC_06670             0 0 0 0  9.255 8.952  9.226   0.0449  0.3335   0.1974  14.00 Irr 175.6228  18.3320 2508 53875 403  0.0031  0.0273  0.0323    1.0731 8.6108  0.0745  3.2810
UGC_06667             1 0 0 0  9.327 8.866  9.322   0.0344  0.1927   0.1369  16.53 Scd 175.6095  51.5979  881 52368 308  0.0033  0.0741  0.0065    0.0730 8.4027  0.1396  0.7311
UGCA_249              1 0 0 0  8.634 7.905  8.516   0.      0.1107   0.      22.71 Irr 178.1305  -3.6758
UGC_06894             0 0 0 0  9.311 9.002  9.188   0.0024  0.0703   0.0170  13.87 Scd 178.8476  54.6573 1016 52759  26  0.0028  0.0089  0.0140    1.3493 7.9856  0.0234  3.2211
UGC_06903             1 0 0 0  8.584 7.556  8.091   0.1892  0.3458   0.5114  26.24 Scd 178.9038   1.2372  285 51663 340  0.0063  0.2084  0.0764    0.3277 8.9576
UGC_07301             0 0 0 0  8.233 7.973  8.467   0.      0.0580   0.      12.62 Scd 184.1753  46.0787 1451 53117 250  0.0024  0.0050  0.0037    0.6608 8.3590  0.0106  2.1330
UGCA_286              0 0 0 0  8.456 8.155  8.321   0.      0.1688   0.      17.78 Scd 188.4041  -4.8849
UGCA_311              0 0 0 0  7.313 6.517  7.097   0.2274  0.9930   0.8332  20.25 Scd 194.4451  -9.6337
UGCA_322              1 0 0 0  8.878 8.374  8.539   0.      0.1059   0.      19.08 Scd 196.1299  -3.5724  339 51692  84  0.0046  0.0082  0.0560    5.9881 8.6281  0.0644  3.3729
NGC_4948A             1 0 0 0  8.831 8.207  8.296   0.0426  0.2696   0.1774  21.29 Scd 196.2740  -8.1615
UGC_08365             0 0 0 0  8.894 8.488  8.665   0.0066  0.2652   0.0518  20.39 Scd 199.6881  41.9498 1460 53138 616  0.0042  0.0222  0.0120    0.4831 8.7045  0.1327  2.7797
UGC_09317             1 0 0 1  6.786 5.687  5.197   0.3494  0.8417   1.0391  63.21 Sc  217.5462  27.5317 2134 53876 147  0.0147  0.4660  0.1371    0.2563 9.0692  0.5260  1.3583
UGC_09389             0 0 0 0  7.512 6.472  7.936   0.1024  0.3648   0.3489  26.20 Sb  218.8886  12.9083 1710 53504 481  0.0061  0.0728  0.0589    0.6872 8.5780
UGCA_396              0 0 0 0  8.198 7.692  7.744   0.0285  0.3591   0.1518  27.48 Scd 223.1450  -3.5615
UGC_09841             0 0 0 0  7.607 5.318  7.661   5.3957  3.9030  10.6429  62.36 Sbc 231.3920  18.2773
UGCA_411              0 0 0 0  7.084 6.801  8.077   0.0865  0.2605   0.2793  36.81 S0  240.5091  18.8171 2199 53556 408  0.0085  0.0353  0.1858    4.8494 8.3292  0.3221  0.0011
ARP_003               1 0 0 0  8.789 8.413  8.627   0.      0.5255   0.      23.16 Scd 339.1458  -2.9067
